"","datasetID","sampleID","predict.cluster","predict.cluster_withmultiple","NO.vote.1","NO.vote.2","NO.vote.3","NO.vote.4","NO.vote.5","NO.vote.6","NO.vote.7","class_1_vs_2.Pwilcox_greater","class_1_vs_3.Pwilcox_greater","class_1_vs_4.Pwilcox_greater","class_1_vs_5.Pwilcox_greater","class_1_vs_6.Pwilcox_greater","class_1_vs_7.Pwilcox_greater","class_2_vs_1.Pwilcox_greater","class_2_vs_3.Pwilcox_greater","class_2_vs_4.Pwilcox_greater","class_2_vs_5.Pwilcox_greater","class_2_vs_6.Pwilcox_greater","class_2_vs_7.Pwilcox_greater","class_3_vs_1.Pwilcox_greater","class_3_vs_2.Pwilcox_greater","class_3_vs_4.Pwilcox_greater","class_3_vs_5.Pwilcox_greater","class_3_vs_6.Pwilcox_greater","class_3_vs_7.Pwilcox_greater","class_4_vs_1.Pwilcox_greater","class_4_vs_2.Pwilcox_greater","class_4_vs_3.Pwilcox_greater","class_4_vs_5.Pwilcox_greater","class_4_vs_6.Pwilcox_greater","class_4_vs_7.Pwilcox_greater","class_5_vs_1.Pwilcox_greater","class_5_vs_2.Pwilcox_greater","class_5_vs_3.Pwilcox_greater","class_5_vs_4.Pwilcox_greater","class_5_vs_6.Pwilcox_greater","class_5_vs_7.Pwilcox_greater","class_6_vs_1.Pwilcox_greater","class_6_vs_2.Pwilcox_greater","class_6_vs_3.Pwilcox_greater","class_6_vs_4.Pwilcox_greater","class_6_vs_5.Pwilcox_greater","class_6_vs_7.Pwilcox_greater","class_7_vs_1.Pwilcox_greater","class_7_vs_2.Pwilcox_greater","class_7_vs_3.Pwilcox_greater","class_7_vs_4.Pwilcox_greater","class_7_vs_5.Pwilcox_greater","class_7_vs_6.Pwilcox_greater"
"78","CHCC_HBV","T471","7","5,7","0","1","0","1","5","1","5","9.18e-01","4.46e-01","9.91e-01","1.00e+00","9.86e-01","1.00e+00","1.02e-01","4.93e-04","1.01e-01","1.00e+00","3.02e-01","1.00e+00","5.57e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.63e-03","9.00e-01","2.62e-04","1.00e+00","8.74e-01","1.00e+00","6.81e-10","6.73e-06","1.76e-13","2.75e-08","1.12e-09","7.86e-01","1.45e-02","7.00e-01","5.03e-12","1.28e-01","1.00e+00","1.00e+00","7.15e-17","7.04e-10","3.05e-19","1.21e-10","2.21e-01","3.81e-06"
"79","CHCC_HBV","T473","3","3","3","0","4","2","3","0","0","1.95e-03","4.64e-02","3.33e-04","2.73e-01","1.11e-08","1.34e-11","1.00e+00","1.00e+00","9.92e-01","1.00e+00","1.42e-01","4.29e-01","9.54e-01","8.22e-08","1.69e-04","6.74e-01","6.11e-10","2.15e-13","1.00e+00","8.18e-03","1.00e+00","9.99e-01","8.90e-04","2.72e-05","7.30e-01","1.29e-07","3.28e-01","1.41e-03","4.66e-09","2.76e-06","1.00e+00","8.59e-01","1.00e+00","9.99e-01","1.00e+00","2.09e-01","1.00e+00","5.74e-01","1.00e+00","1.00e+00","1.00e+00","8.04e-01"
"80","CHCC_HBV","T477","6","6","0","0","2","2","2","4","2","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.30e-09","7.90e-07","6.61e-01","3.96e-01","1.00e+00","6.35e-01","9.32e-11","3.01e-05","3.40e-01","4.37e-01","9.18e-01","1.28e-01","5.28e-06","1.14e-07","6.06e-01","5.66e-01","1.00e+00","1.87e-01","6.71e-10","6.24e-09","2.54e-06","8.42e-02","3.99e-04","2.69e-02","9.51e-04","2.84e-05","3.66e-01","8.73e-01","8.20e-01","9.76e-01"
"81","CHCC_HBV","T481","6","6","0","0","2","3","2","6","3","6.74e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.67e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.08e-11","6.30e-07","1.00e+00","9.80e-01","1.00e+00","1.00e+00","1.07e-13","1.91e-10","6.24e-07","6.46e-02","1.00e+00","8.53e-01","4.52e-10","1.03e-05","1.98e-02","9.36e-01","1.00e+00","9.57e-01","5.73e-13","3.88e-12","8.87e-17","2.27e-13","3.95e-14","3.81e-06","1.38e-14","1.26e-10","5.12e-16","1.49e-01","4.53e-02","1.00e+00"
"82","CHCC_HBV","T483","7","7","0","0","1","0","2","2","6","3.67e-01","1.00e+00","9.96e-01","1.00e+00","1.00e+00","1.00e+00","6.74e-01","9.62e-01","6.51e-01","9.97e-01","7.54e-01","1.00e+00","9.92e-07","3.91e-02","1.35e-01","9.99e-01","1.00e+00","1.00e+00","3.62e-03","3.51e-01","8.66e-01","9.99e-01","9.88e-01","1.00e+00","3.79e-08","3.15e-03","1.28e-03","8.27e-04","7.48e-01","1.00e+00","2.01e-04","2.48e-01","1.23e-09","1.28e-02","2.54e-01","1.00e+00","5.98e-16","2.08e-10","8.06e-19","9.98e-11","1.88e-06","1.26e-04"
"83","CHCC_HBV","T487","3","3","1","0","6","0","0","1","0","5.45e-01","1.00e+00","8.19e-01","7.63e-01","4.96e-01","5.63e-06","5.00e-01","1.00e+00","6.92e-01","9.95e-01","9.88e-01","6.83e-01","1.85e-09","4.38e-08","9.71e-15","9.22e-12","9.37e-16","3.07e-18","1.82e-01","3.09e-01","1.00e+00","9.52e-01","1.00e+00","1.83e-01","2.40e-01","5.72e-03","1.00e+00","4.84e-02","9.99e-01","9.27e-02","5.06e-01","1.18e-02","1.00e+00","1.18e-04","1.21e-03","3.83e-01","1.00e+00","3.20e-01","1.00e+00","8.18e-01","9.11e-01","6.33e-01"
"84","CHCC_HBV","T491","2","2","3","5","3","0","0","0","1","1.00e+00","9.35e-01","9.57e-04","2.05e-02","3.51e-04","5.12e-05","1.95e-03","5.78e-11","5.92e-15","1.56e-10","3.85e-11","8.43e-11","6.57e-02","1.00e+00","7.14e-06","4.84e-04","2.61e-02","5.65e-06","9.99e-01","1.00e+00","1.00e+00","8.70e-01","9.50e-01","1.00e+00","9.80e-01","1.00e+00","1.00e+00","1.31e-01","7.29e-01","9.95e-01","1.00e+00","1.00e+00","9.74e-01","5.11e-02","2.73e-01","9.51e-01","1.00e+00","1.00e+00","1.00e+00","7.70e-05","5.60e-03","5.42e-02"
"85","CHCC_HBV","T493","2","2,3","1","3","3","0","0","0","2","1.00e+00","1.00e+00","1.19e-02","8.20e-01","6.51e-05","1.17e-02","1.95e-03","1.24e-01","3.31e-10","1.42e-02","2.87e-08","6.97e-05","4.08e-04","8.78e-01","1.10e-09","4.01e-01","2.73e-03","1.31e-05","9.88e-01","1.00e+00","1.00e+00","9.86e-01","9.37e-01","1.00e+00","1.83e-01","9.86e-01","6.01e-01","1.47e-02","4.57e-02","9.93e-01","1.00e+00","1.00e+00","9.97e-01","6.41e-02","9.55e-01","1.00e+00","9.88e-01","1.00e+00","1.00e+00","3.28e-10","7.53e-03","1.91e-05"
"86","CHCC_HBV","T497","1","1,2,3","4","4","4","0","1","1","1","1.95e-02","4.30e-02","1.27e-15","1.08e-09","4.81e-12","5.90e-14","9.86e-01","8.35e-01","3.71e-15","2.40e-08","2.50e-10","3.75e-10","9.58e-01","1.68e-01","2.45e-18","1.60e-09","3.61e-12","1.88e-17","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.39e-05","9.83e-03","9.98e-01","1.00e+00","1.00e+00","1.00e+00","4.30e-05","9.90e-01","9.90e-01","1.00e+00","1.00e+00","1.00e+00","1.19e-08","1.78e-03","1.18e-02"
"87","CHCC_HBV","T513","6","6","0","0","2","2","2","6","2","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.60e-11","7.93e-10","7.41e-01","2.21e-02","1.00e+00","7.87e-01","2.42e-12","3.96e-09","2.60e-01","5.25e-02","1.00e+00","9.37e-02","4.05e-05","4.25e-05","9.78e-01","9.48e-01","1.00e+00","9.29e-01","5.99e-13","5.46e-12","3.81e-13","7.96e-12","7.45e-13","3.81e-06","3.34e-05","6.45e-08","2.14e-01","9.07e-01","7.41e-02","1.00e+00"
"88","CHCC_HBV","T515","6","6","0","0","2","2","2","6","5","2.13e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.20e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.00e+00","2.11e-09","1.27e-08","7.65e-01","8.19e-01","1.00e+00","1.00e+00","5.38e-09","9.00e-04","2.36e-01","9.26e-01","1.00e+00","1.00e+00","1.27e-08","4.35e-04","1.82e-01","7.52e-02","1.00e+00","1.00e+00","5.73e-13","4.08e-12","6.48e-17","1.14e-13","4.11e-14","7.63e-06","1.61e-14","2.46e-11","9.54e-13","3.21e-09","2.68e-04","1.00e+00"
"89","CHCC_HBV","T517","1","1","5","0","4","0","4","0","0","1.95e-03","9.66e-05","4.50e-08","5.39e-06","5.16e-11","2.93e-15","1.00e+00","1.00e+00","3.00e-02","1.00e+00","3.33e-03","1.94e-02","1.00e+00","1.60e-05","1.45e-08","1.75e-01","1.02e-14","1.23e-14","1.00e+00","9.70e-01","1.00e+00","1.00e+00","3.92e-01","3.15e-02","1.00e+00","7.34e-06","8.26e-01","4.99e-06","6.39e-09","1.18e-04","1.00e+00","9.97e-01","1.00e+00","6.13e-01","1.00e+00","5.84e-01","1.00e+00","9.81e-01","1.00e+00","9.69e-01","1.00e+00","4.33e-01"
"90","CHCC_HBV","T523","3","3","4","3","6","0","1","1","0","1.95e-02","1.00e+00","1.21e-12","4.41e-07","1.77e-08","1.30e-14","9.86e-01","1.00e+00","7.95e-08","4.43e-01","1.01e-04","9.44e-06","1.60e-04","1.45e-09","5.85e-18","5.08e-12","6.06e-17","2.96e-19","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.18e-01","1.00e+00","5.63e-01","1.00e+00","3.26e-05","7.26e-02","7.39e-02","1.00e+00","1.00e+00","1.00e+00","2.67e-04","9.28e-01","3.70e-01","1.00e+00","1.00e+00","1.00e+00","1.84e-01","9.30e-01","6.48e-01"
"91","CHCC_HBV","T525","2","2","2","5","1","0","1","0","2","9.94e-01","1.17e-01","1.08e-07","2.14e-01","1.70e-05","8.48e-02","9.77e-03","9.87e-07","8.52e-15","5.02e-07","6.72e-11","5.28e-09","8.85e-01","1.00e+00","6.87e-06","9.38e-01","4.46e-01","4.05e-01","1.00e+00","1.00e+00","1.00e+00","9.99e-01","9.97e-01","1.00e+00","7.89e-01","1.00e+00","6.23e-02","9.72e-04","3.35e-02","9.93e-01","1.00e+00","1.00e+00","5.56e-01","3.17e-03","9.67e-01","1.00e+00","9.16e-01","1.00e+00","5.97e-01","1.67e-11","7.53e-03","3.81e-05"
"92","CHCC_HBV","T527","1","1,3","4","2","4","0","0","1","1","2.13e-01","1.06e-01","4.85e-08","6.45e-08","6.66e-07","9.55e-15","8.20e-01","5.53e-01","3.78e-08","1.04e-02","9.06e-05","1.37e-03","8.96e-01","4.51e-01","1.98e-13","4.51e-09","8.46e-12","1.57e-16","1.00e+00","1.00e+00","1.00e+00","9.98e-01","1.00e+00","1.00e+00","1.00e+00","9.90e-01","1.00e+00","2.06e-03","7.48e-01","8.60e-01","1.00e+00","1.00e+00","1.00e+00","5.01e-06","2.54e-01","6.95e-01","1.00e+00","9.99e-01","1.00e+00","2.94e-04","1.45e-01","3.20e-01"
"93","CHCC_HBV","T533","3","3","1","1","6","0","0","2","0","6.74e-01","1.00e+00","4.45e-02","3.19e-03","8.80e-01","3.56e-06","3.67e-01","1.00e+00","4.81e-04","5.96e-01","6.50e-01","8.98e-01","9.72e-09","9.38e-13","1.47e-15","8.83e-13","1.04e-13","6.34e-17","9.56e-01","1.00e+00","1.00e+00","9.84e-01","1.00e+00","9.77e-01","9.97e-01","4.09e-01","1.00e+00","1.66e-02","1.00e+00","8.55e-01","1.21e-01","3.52e-01","1.00e+00","2.07e-05","6.22e-05","8.97e-03","1.00e+00","1.03e-01","1.00e+00","2.30e-02","1.51e-01","9.92e-01"
"94","CHCC_HBV","T537","1","1","5","4","4","0","2","0","0","6.45e-02","2.04e-08","7.21e-15","1.56e-08","9.40e-13","3.88e-15","9.51e-01","9.82e-03","3.04e-14","3.14e-05","1.16e-10","2.10e-09","1.00e+00","9.90e-01","2.08e-13","3.84e-05","5.90e-14","1.26e-14","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.69e-01","9.36e-01","1.00e+00","1.00e+00","1.00e+00","5.78e-06","3.48e-09","1.05e-01","1.00e+00","1.00e+00","1.00e+00","1.33e-01","1.00e+00","9.91e-01","1.00e+00","1.00e+00","1.00e+00","6.52e-02","8.99e-01","1.04e-02"
"95","CHCC_HBV","T545","2","2","2","5","1","0","2","2","2","6.45e-02","3.06e-05","4.77e-07","1.27e-01","1.09e-03","9.75e-01","9.51e-01","6.65e-05","7.46e-15","1.45e-07","4.04e-11","3.58e-04","1.00e+00","1.00e+00","2.26e-09","9.57e-01","1.00e+00","9.86e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.75e-01","1.00e+00","4.38e-02","2.40e-08","3.58e-04","9.83e-01","9.99e-01","1.00e+00","6.12e-05","3.81e-05","1.00e+00","1.00e+00","2.49e-02","1.00e+00","1.44e-02","4.68e-12","1.81e-02","9.54e-05"
"96","CHCC_HBV","T553","5","5","0","0","0","0","6","1","2","5.45e-01","7.29e-01","8.41e-01","1.00e+00","7.35e-01","1.00e+00","5.00e-01","1.24e-01","1.60e-01","1.00e+00","1.49e-01","9.98e-01","2.73e-01","8.78e-01","9.32e-01","1.00e+00","1.00e+00","1.00e+00","1.60e-01","8.41e-01","6.83e-02","1.00e+00","7.84e-01","9.97e-01","2.65e-10","3.64e-12","3.95e-14","2.12e-10","4.06e-12","1.86e-07","2.67e-01","8.53e-01","1.11e-06","2.20e-01","1.00e+00","9.98e-01","9.58e-06","1.85e-03","8.71e-12","3.30e-03","1.00e+00","2.80e-03"
"97","CHCC_HBV","T557","4","4","0","0","1","6","2","1","4","9.98e-01","9.99e-01","1.00e+00","1.00e+00","9.99e-01","1.00e+00","3.91e-03","3.77e-02","1.00e+00","5.51e-01","7.04e-01","1.00e+00","5.99e-04","9.63e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.43e-15","4.12e-09","4.94e-15","2.79e-07","6.63e-06","1.21e-04","3.34e-06","4.54e-01","1.81e-04","1.00e+00","9.50e-01","9.99e-01","1.00e-03","2.98e-01","2.78e-08","1.00e+00","5.01e-02","7.66e-01","4.87e-08","2.29e-06","2.89e-09","1.00e+00","7.65e-04","2.48e-01"
"98","CHCC_HBV","T563","7","7","0","0","0","2","2","5","6","9.86e-01","9.97e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.95e-02","1.97e-02","9.42e-01","9.91e-01","1.00e+00","1.00e+00","2.91e-03","9.81e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.25e-10","5.89e-02","2.68e-06","9.95e-01","1.00e+00","1.00e+00","1.36e-09","9.54e-03","1.72e-11","4.80e-03","1.00e+00","1.00e+00","3.71e-12","3.33e-07","1.10e-16","1.92e-09","5.00e-07","1.00e+00","6.06e-17","1.80e-11","2.96e-19","2.67e-13","1.54e-06","3.81e-06"
"99","CHCC_HBV","T567","1","1","5","4","4","0","0","0","0","5.00e-01","2.68e-06","1.04e-13","4.26e-10","2.09e-12","2.67e-15","5.45e-01","4.73e-03","8.49e-14","4.14e-08","2.53e-11","1.54e-10","1.00e+00","9.95e-01","8.51e-13","5.93e-08","9.64e-17","3.37e-16","1.00e+00","1.00e+00","1.00e+00","9.42e-01","8.19e-01","8.12e-01","1.00e+00","1.00e+00","1.00e+00","5.88e-02","4.00e-02","9.52e-01","1.00e+00","1.00e+00","1.00e+00","1.84e-01","9.60e-01","7.61e-01","1.00e+00","1.00e+00","1.00e+00","1.90e-01","5.02e-02","2.54e-01"
"100","CHCC_HBV","T571","3","3","1","0","6","0","2","1","0","1.25e-01","1.00e+00","5.35e-02","1.50e-01","1.98e-02","1.67e-07","8.98e-01","1.00e+00","4.18e-01","1.00e+00","8.71e-01","7.05e-01","8.39e-07","8.43e-09","1.22e-12","3.64e-07","7.05e-14","4.98e-17","9.47e-01","5.84e-01","1.00e+00","1.00e+00","9.99e-01","4.19e-01","8.52e-01","1.31e-04","1.00e+00","7.08e-07","4.14e-02","1.12e-03","9.81e-01","1.30e-01","1.00e+00","8.14e-04","9.59e-01","5.42e-02","1.00e+00","2.97e-01","1.00e+00","5.83e-01","9.99e-01","9.51e-01"
"101","CHCC_HBV","T573","2","2","4","5","2","0","0","0","1","1.00e+00","6.09e-03","2.98e-07","5.63e-06","2.06e-07","2.32e-07","1.95e-03","4.79e-10","7.06e-16","9.09e-11","1.02e-11","1.40e-10","9.94e-01","1.00e+00","7.48e-03","1.17e-02","2.33e-08","2.44e-04","1.00e+00","1.00e+00","9.93e-01","9.52e-01","8.17e-01","9.98e-01","1.00e+00","1.00e+00","9.88e-01","4.84e-02","4.74e-01","9.97e-01","1.00e+00","1.00e+00","1.00e+00","1.86e-01","5.28e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.09e-03","3.23e-03","3.36e-04"
"102","CHCC_HBV","T615","6","6","0","0","3","2","2","6","2","3.26e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.15e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.30e-12","3.69e-10","4.21e-01","4.19e-04","1.00e+00","6.54e-01","4.42e-11","8.47e-10","5.81e-01","2.58e-02","1.00e+00","8.25e-01","6.43e-05","3.16e-08","1.00e+00","9.75e-01","1.00e+00","9.90e-01","6.56e-13","3.88e-12","7.49e-13","1.14e-13","5.94e-14","3.81e-06","8.30e-05","2.08e-10","3.48e-01","1.76e-01","1.05e-02","1.00e+00"
"103","CHCC_HBV","T617","7","7","0","0","1","2","2","5","6","2.85e-01","9.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.52e-01","9.99e-01","9.99e-01","9.74e-01","1.00e+00","1.00e+00","1.65e-03","5.39e-04","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.87e-09","1.15e-03","9.19e-05","8.00e-01","1.00e+00","1.00e+00","1.73e-08","2.67e-02","1.02e-08","2.02e-01","1.00e+00","1.00e+00","3.31e-10","3.11e-08","3.81e-16","1.54e-07","2.29e-05","1.00e+00","7.15e-17","1.80e-11","2.96e-19","6.66e-13","1.49e-08","1.27e-04"
"104","CHCC_HBV","T627","6","6","0","0","2","3","2","6","4","8.20e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.13e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.25e-11","2.51e-08","1.00e+00","5.93e-01","1.00e+00","1.00e+00","1.07e-13","2.45e-10","7.25e-06","1.44e-01","1.00e+00","1.00e+00","1.13e-08","5.29e-05","4.09e-01","8.58e-01","1.00e+00","9.98e-01","5.73e-13","3.88e-12","6.06e-17","1.14e-13","3.95e-14","3.81e-06","1.91e-15","2.34e-11","1.66e-15","1.40e-04","2.12e-03","1.00e+00"
"105","CHCC_HBV","T635","3","3","0","0","6","0","1","0","0","2.13e-01","1.00e+00","7.21e-01","6.27e-01","8.48e-01","8.38e-02","8.20e-01","1.00e+00","1.68e-01","9.81e-01","4.61e-01","9.84e-01","1.27e-06","1.85e-06","1.16e-09","3.51e-05","1.35e-05","2.68e-10","2.81e-01","8.33e-01","1.00e+00","1.00e+00","9.97e-01","6.42e-01","3.77e-01","1.99e-02","1.00e+00","2.14e-05","6.37e-01","2.50e-01","1.54e-01","5.42e-01","1.00e+00","3.04e-03","3.65e-01","3.20e-01","9.17e-01","1.63e-02","1.00e+00","3.60e-01","7.58e-01","6.95e-01"
"106","CHCC_HBV","T641","5","5","0","0","0","0","6","1","5","1.02e-01","2.22e-03","1.97e-01","1.00e+00","3.44e-01","1.00e+00","9.18e-01","9.43e-02","1.07e-03","1.00e+00","2.31e-03","1.00e+00","9.98e-01","9.08e-01","7.60e-01","1.00e+00","1.00e+00","1.00e+00","8.05e-01","9.99e-01","2.41e-01","1.00e+00","9.19e-01","1.00e+00","2.65e-10","1.09e-11","3.95e-14","2.64e-11","3.95e-14","9.22e-05","6.59e-01","9.98e-01","4.88e-09","8.24e-02","1.00e+00","1.00e+00","3.76e-14","2.54e-04","1.30e-16","2.24e-09","1.00e+00","3.81e-06"
"107","CHCC_HBV","T647","3","3","1","0","6","0","2","2","0","4.88e-02","1.00e+00","4.08e-02","1.85e-01","3.46e-01","1.20e-11","9.63e-01","1.00e+00","5.14e-01","1.00e+00","9.69e-01","9.28e-02","2.86e-11","5.68e-14","5.14e-18","5.93e-14","2.35e-15","1.01e-18","9.60e-01","4.87e-01","1.00e+00","1.00e+00","1.00e+00","1.30e-01","8.17e-01","3.39e-05","1.00e+00","2.36e-04","7.81e-01","1.00e-02","6.56e-01","3.18e-02","1.00e+00","4.05e-05","2.21e-01","6.45e-04","1.00e+00","9.09e-01","1.00e+00","8.71e-01","9.91e-01","9.99e-01"
"108","CHCC_HBV","T661","2","1,2","5","5","3","0","3","0","1","8.20e-01","8.79e-12","6.68e-15","3.98e-06","2.50e-12","1.88e-12","2.13e-01","8.53e-14","3.93e-16","2.55e-10","3.88e-12","1.80e-11","1.00e+00","1.00e+00","3.03e-05","1.00e+00","2.89e-13","1.72e-04","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.53e-02","9.80e-01","1.00e+00","1.00e+00","3.61e-04","6.45e-07","6.17e-13","3.50e-03","1.00e+00","1.00e+00","1.00e+00","9.36e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.98e-02","9.97e-01","1.14e-05"
"109","CHCC_HBV","T663","3","3","4","3","6","0","1","1","0","2.48e-01","1.00e+00","3.28e-07","1.17e-04","2.35e-05","3.25e-13","7.87e-01","1.00e+00","1.14e-08","9.16e-03","2.77e-05","1.26e-07","6.64e-05","2.29e-05","2.39e-17","8.01e-10","9.32e-17","4.55e-19","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.00e+00","7.39e-01","1.00e+00","9.91e-01","1.00e+00","7.41e-04","3.24e-01","2.07e-01","1.00e+00","1.00e+00","1.00e+00","2.81e-04","6.78e-01","7.25e-01","1.00e+00","1.00e+00","1.00e+00","2.63e-01","8.00e-01","2.90e-01"
"110","CHCC_HBV","T665","4","4","0","0","1","6","0","0","0","7.52e-01","6.94e-01","1.00e+00","3.05e-01","4.07e-01","1.51e-03","2.85e-01","9.36e-01","1.00e+00","5.80e-01","7.73e-02","5.52e-01","3.09e-01","6.57e-02","1.00e+00","1.51e-01","1.11e-03","9.91e-07","4.23e-12","8.15e-12","2.53e-13","3.51e-10","4.22e-11","1.57e-11","6.99e-01","4.26e-01","8.50e-01","1.00e+00","8.48e-01","8.13e-01","5.95e-01","9.24e-01","9.99e-01","1.00e+00","1.54e-01","4.48e-03","9.99e-01","4.51e-01","1.00e+00","1.00e+00","1.93e-01","9.96e-01"
"111","CHCC_HBV","T671","1","1","5","3","3","0","2","0","1","1.95e-03","1.08e-11","1.42e-15","4.26e-10","8.22e-13","6.06e-17","1.00e+00","1.12e-03","2.33e-12","3.21e-03","1.14e-11","7.39e-10","1.00e+00","9.99e-01","6.71e-10","9.88e-01","6.48e-11","4.49e-11","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.20e-02","9.86e-01","1.00e+00","9.97e-01","1.17e-02","6.80e-07","3.49e-12","8.10e-03","1.00e+00","1.00e+00","1.00e+00","9.88e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.46e-02","9.92e-01","5.45e-04"
"112","CHCC_HBV","T685","4","4","0","2","0","6","0","0","0","8.20e-01","4.00e-01","1.00e+00","9.87e-02","9.59e-02","7.02e-02","2.13e-01","5.10e-04","1.00e+00","3.51e-02","8.48e-04","3.05e-01","6.03e-01","1.00e+00","1.00e+00","1.93e-01","3.54e-02","8.46e-02","1.38e-12","6.90e-06","1.05e-14","5.07e-09","1.14e-13","8.81e-12","9.03e-01","9.66e-01","8.09e-01","1.00e+00","8.96e-01","7.19e-01","9.05e-01","9.99e-01","9.65e-01","1.00e+00","1.05e-01","6.17e-01","9.30e-01","6.98e-01","9.16e-01","1.00e+00","2.89e-01","3.99e-01"
"113","CHCC_HBV","T695","3","3","1","0","6","0","3","2","0","2.73e-02","1.00e+00","1.49e-01","9.19e-01","3.22e-01","7.22e-07","9.80e-01","1.00e+00","9.27e-01","1.00e+00","1.00e+00","9.45e-01","6.75e-11","5.68e-14","3.26e-17","1.21e-09","5.14e-15","3.20e-18","8.52e-01","7.36e-02","1.00e+00","1.00e+00","1.00e+00","7.10e-01","8.27e-02","6.12e-08","1.00e+00","6.03e-07","8.99e-02","7.65e-04","6.81e-01","4.68e-04","1.00e+00","1.42e-06","9.11e-01","3.60e-02","1.00e+00","5.62e-02","1.00e+00","2.92e-01","9.99e-01","9.68e-01"
"114","CHCC_HBV","T713","7","7","0","1","0","0","3","2","5","2.48e-01","8.62e-02","9.43e-01","1.00e+00","9.37e-01","1.00e+00","7.87e-01","3.27e-04","3.20e-02","9.82e-01","4.76e-02","1.00e+00","9.15e-01","1.00e+00","9.61e-01","1.00e+00","1.00e+00","1.00e+00","5.78e-02","9.68e-01","3.90e-02","1.00e+00","1.00e+00","1.00e+00","1.13e-06","1.85e-02","4.54e-11","2.91e-05","1.03e-02","9.63e-01","6.33e-02","9.53e-01","3.93e-12","1.42e-04","9.90e-01","1.00e+00","1.57e-13","1.12e-06","4.42e-19","2.16e-10","3.86e-02","3.81e-06"
"115","CHCC_HBV","T715","4","4","0","0","0","6","2","1","3","7.15e-01","2.74e-01","1.00e+00","9.99e-01","9.67e-01","1.00e+00","3.26e-01","4.42e-02","1.00e+00","7.89e-01","3.71e-01","1.00e+00","7.28e-01","9.57e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.42e-15","4.59e-13","1.44e-18","3.88e-10","1.14e-13","3.70e-08","6.21e-04","2.15e-01","3.91e-08","1.00e+00","5.48e-01","9.59e-01","3.36e-02","6.32e-01","6.56e-11","1.00e+00","4.54e-01","9.46e-01","8.93e-12","1.36e-05","4.51e-15","1.00e+00","4.30e-02","5.91e-02"
"116","CHCC_HBV","T721","7","7","0","1","0","3","2","4","6","9.80e-01","9.64e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.73e-02","5.33e-05","1.00e+00","9.54e-01","1.00e+00","1.00e+00","3.63e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.54e-12","4.63e-04","5.42e-12","8.79e-01","9.99e-01","1.00e+00","5.55e-09","4.78e-02","1.28e-13","1.23e-01","9.79e-01","1.00e+00","1.47e-11","6.45e-07","1.80e-16","8.50e-04","2.11e-02","1.00e+00","6.06e-17","1.80e-11","2.96e-19","2.78e-13","1.86e-07","7.63e-06"
"117","CHCC_HBV","T724","2","2","3","5","1","1","2","0","1","9.98e-01","3.37e-06","2.05e-05","5.21e-01","5.31e-10","2.76e-03","3.91e-03","1.42e-13","7.04e-12","3.62e-08","6.96e-12","2.46e-11","1.00e+00","1.00e+00","9.87e-01","1.00e+00","4.38e-07","3.17e-01","1.00e+00","1.00e+00","1.33e-02","8.20e-01","7.43e-08","1.54e-02","4.83e-01","1.00e+00","1.15e-05","1.83e-01","5.80e-08","2.05e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.97e-01","1.00e+00","6.84e-01","9.85e-01","9.81e-01","5.23e-04"
"118","CHCC_HBV","T727","5","5","0","0","4","0","6","0","0","6.45e-02","9.98e-01","6.11e-02","1.00e+00","2.61e-02","4.42e-03","9.51e-01","1.00e+00","5.83e-01","1.00e+00","9.42e-01","6.31e-01","2.08e-03","6.30e-07","2.53e-05","1.00e+00","2.36e-05","8.14e-05","9.39e-01","4.19e-01","1.00e+00","1.00e+00","9.93e-01","8.78e-01","2.19e-05","1.01e-08","5.61e-05","5.79e-10","1.71e-09","7.45e-08","9.74e-01","5.90e-02","1.00e+00","7.46e-03","1.00e+00","8.15e-01","9.96e-01","3.72e-01","1.00e+00","1.23e-01","1.00e+00","1.96e-01"
