"","datasetID","sampleID","predict.cluster","predict.cluster_withmultiple","NO.vote.1","NO.vote.2","NO.vote.3","NO.vote.4","NO.vote.5","NO.vote.6","NO.vote.7","class_1_vs_2.Pwilcox_greater","class_1_vs_3.Pwilcox_greater","class_1_vs_4.Pwilcox_greater","class_1_vs_5.Pwilcox_greater","class_1_vs_6.Pwilcox_greater","class_1_vs_7.Pwilcox_greater","class_2_vs_1.Pwilcox_greater","class_2_vs_3.Pwilcox_greater","class_2_vs_4.Pwilcox_greater","class_2_vs_5.Pwilcox_greater","class_2_vs_6.Pwilcox_greater","class_2_vs_7.Pwilcox_greater","class_3_vs_1.Pwilcox_greater","class_3_vs_2.Pwilcox_greater","class_3_vs_4.Pwilcox_greater","class_3_vs_5.Pwilcox_greater","class_3_vs_6.Pwilcox_greater","class_3_vs_7.Pwilcox_greater","class_4_vs_1.Pwilcox_greater","class_4_vs_2.Pwilcox_greater","class_4_vs_3.Pwilcox_greater","class_4_vs_5.Pwilcox_greater","class_4_vs_6.Pwilcox_greater","class_4_vs_7.Pwilcox_greater","class_5_vs_1.Pwilcox_greater","class_5_vs_2.Pwilcox_greater","class_5_vs_3.Pwilcox_greater","class_5_vs_4.Pwilcox_greater","class_5_vs_6.Pwilcox_greater","class_5_vs_7.Pwilcox_greater","class_6_vs_1.Pwilcox_greater","class_6_vs_2.Pwilcox_greater","class_6_vs_3.Pwilcox_greater","class_6_vs_4.Pwilcox_greater","class_6_vs_5.Pwilcox_greater","class_6_vs_7.Pwilcox_greater","class_7_vs_1.Pwilcox_greater","class_7_vs_2.Pwilcox_greater","class_7_vs_3.Pwilcox_greater","class_7_vs_4.Pwilcox_greater","class_7_vs_5.Pwilcox_greater","class_7_vs_6.Pwilcox_greater"
"119","CHCC_HBV","T737","3","3","4","3","5","0","1","1","1","8.20e-02","9.92e-01","3.50e-13","8.07e-05","3.88e-10","1.56e-12","9.36e-01","1.00e+00","4.40e-12","9.22e-02","3.03e-05","2.74e-05","8.38e-03","2.76e-05","1.48e-18","8.60e-07","2.70e-14","3.30e-18","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.10e-01","1.00e+00","8.21e-08","3.93e-02","1.40e-01","1.00e+00","1.00e+00","1.00e+00","1.68e-09","9.61e-01","9.96e-01","1.00e+00","1.00e+00","1.00e+00","1.61e-07","8.66e-01","4.61e-03"
"120","CHCC_HBV","T741","4","4","1","0","5","6","1","4","0","6.74e-01","1.00e+00","1.00e+00","8.49e-01","1.00e+00","1.74e-04","3.67e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.71e-01","5.59e-11","5.68e-14","1.00e+00","1.18e-10","9.85e-10","1.50e-18","5.07e-14","4.85e-15","8.05e-07","2.64e-11","3.17e-09","2.67e-13","1.53e-01","7.65e-07","1.00e+00","1.00e+00","1.00e+00","2.21e-01","7.43e-07","2.18e-08","1.00e+00","1.00e+00","7.95e-08","7.63e-06","1.00e+00","3.00e-02","1.00e+00","1.00e+00","7.86e-01","1.00e+00"
"121","CHCC_HBV","T743","1","1","5","3","3","0","3","0","0","1.95e-03","4.01e-11","1.04e-14","4.02e-10","8.59e-13","2.42e-16","1.00e+00","2.15e-01","6.68e-12","3.47e-01","3.11e-09","4.39e-09","1.00e+00","7.88e-01","9.85e-13","4.85e-02","2.98e-12","1.70e-16","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.74e-01","9.65e-01","1.00e+00","6.58e-01","9.52e-01","1.68e-08","7.24e-11","2.37e-05","1.00e+00","1.00e+00","1.00e+00","1.28e-01","1.00e+00","9.41e-01","1.00e+00","1.00e+00","1.00e+00","3.60e-02","1.00e+00","6.49e-02"
"122","CHCC_HBV","T745","3","3","0","0","5","1","0","3","1","5.45e-01","1.00e+00","9.99e-01","4.98e-01","1.00e+00","7.73e-01","5.00e-01","1.00e+00","3.52e-01","2.45e-01","9.54e-01","9.99e-01","1.25e-08","4.98e-09","3.40e-07","2.73e-08","3.82e-01","2.95e-06","6.69e-04","6.49e-01","1.00e+00","9.88e-01","1.00e+00","9.67e-01","5.06e-01","7.59e-01","1.00e+00","1.24e-02","1.00e+00","1.00e+00","3.74e-05","4.62e-02","6.19e-01","3.38e-05","2.24e-05","5.17e-01","2.28e-01","1.40e-03","1.00e+00","3.32e-02","4.60e-04","5.00e-01"
"123","CHCC_HBV","T755","6","6","0","0","2","2","2","3","1","9.18e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.83e-01","1.02e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.60e-11","1.06e-10","9.98e-01","3.68e-02","1.93e-02","2.16e-01","5.40e-15","8.12e-07","2.52e-03","8.03e-03","9.99e-01","3.67e-02","3.16e-04","4.35e-04","9.64e-01","9.92e-01","1.00e+00","9.91e-01","2.84e-06","2.00e-07","9.81e-01","1.22e-03","2.72e-10","1.85e-01","1.72e-02","1.90e-05","7.85e-01","9.64e-01","1.00e-02","8.27e-01"
"124","CHCC_HBV","T777","6","6","0","0","4","1","2","6","1","2.48e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-01","7.87e-01","1.00e+00","9.93e-01","1.00e+00","1.00e+00","1.00e+00","9.83e-11","1.22e-10","5.63e-04","8.86e-05","1.00e+00","2.23e-01","4.02e-05","7.40e-03","9.99e-01","9.82e-01","1.00e+00","9.98e-01","7.48e-05","3.63e-05","1.00e+00","1.80e-02","1.00e+00","7.50e-01","5.73e-13","6.02e-12","1.25e-10","8.66e-11","6.99e-13","3.81e-06","1.45e-03","1.25e-09","7.77e-01","2.33e-03","2.57e-01","1.00e+00"
"125","CHCC_HBV","T785","6","6","0","0","2","3","2","6","4","3.67e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.74e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.48e-11","1.14e-08","1.00e+00","9.97e-01","1.00e+00","1.00e+00","9.04e-13","4.17e-09","3.74e-04","7.75e-01","1.00e+00","1.00e+00","2.65e-10","3.62e-07","2.94e-03","2.28e-01","1.00e+00","9.98e-01","5.73e-13","3.88e-12","6.06e-17","1.14e-13","4.11e-14","1.61e-04","1.83e-15","3.92e-11","1.74e-16","1.76e-05","1.94e-03","1.00e+00"
"126","CHCC_HBV","T813","1","1","3","2","2","0","2","1","1","4.88e-02","6.57e-02","2.00e-08","1.15e-02","1.34e-09","4.10e-11","9.63e-01","9.25e-01","1.40e-07","5.68e-01","8.57e-05","1.89e-03","9.35e-01","7.64e-02","2.66e-12","3.98e-01","1.13e-02","1.73e-05","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.89e-01","4.37e-01","6.04e-01","1.33e-06","1.57e-04","4.86e-01","1.00e+00","1.00e+00","9.89e-01","1.93e-06","1.00e+00","9.98e-01","1.00e+00","9.98e-01","1.00e+00","2.32e-07","5.24e-01","2.37e-03"
"127","CHCC_HBV","T815","1","1","5","3","3","0","2","0","1","3.91e-03","2.73e-09","4.74e-14","1.56e-08","8.59e-13","4.77e-16","9.98e-01","5.25e-03","3.83e-10","9.47e-02","3.64e-09","5.37e-06","1.00e+00","9.95e-01","1.23e-06","9.07e-01","1.35e-13","1.15e-08","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.49e-01","8.79e-01","1.00e+00","9.08e-01","9.43e-02","8.30e-06","4.06e-09","2.51e-03","1.00e+00","1.00e+00","1.00e+00","6.56e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.00e+00","1.22e-01","9.98e-01","9.93e-04"
"128","CHCC_HBV","T817","2","2","3","4","0","0","3","1","3","1.50e-01","2.02e-09","1.02e-08","9.94e-01","2.89e-08","9.95e-01","8.75e-01","3.04e-11","1.55e-15","1.21e-02","4.08e-12","9.98e-07","1.00e+00","1.00e+00","8.58e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.92e-01","1.00e+00","7.94e-01","1.00e+00","6.58e-03","9.88e-01","4.81e-13","3.32e-09","2.95e-13","2.42e-01","1.00e+00","1.00e+00","4.71e-04","2.09e-01","1.00e+00","1.00e+00","5.43e-03","1.00e+00","1.07e-10","4.13e-12","7.65e-01","3.81e-06"
"129","CHCC_HBV","T823","7","7","0","1","0","0","3","1","6","8.75e-01","8.83e-01","9.91e-01","1.00e+00","9.79e-01","1.00e+00","1.50e-01","6.61e-05","3.76e-03","4.91e-01","2.52e-02","1.00e+00","1.18e-01","1.00e+00","9.95e-01","1.00e+00","1.00e+00","1.00e+00","9.06e-03","9.96e-01","4.57e-03","1.00e+00","9.60e-01","1.00e+00","1.64e-07","5.14e-01","1.93e-10","3.56e-04","1.85e-02","1.00e+00","2.17e-02","9.75e-01","4.93e-11","4.16e-02","9.82e-01","1.00e+00","2.75e-16","5.78e-09","2.96e-19","7.58e-13","3.73e-08","3.81e-06"
"130","CHCC_HBV","T851","2","2","0","2","0","0","1","0","0","9.73e-01","1.34e-01","4.97e-01","6.75e-01","4.66e-01","8.80e-01","3.71e-02","2.19e-03","3.39e-04","1.63e-03","1.89e-04","7.94e-01","8.67e-01","9.98e-01","6.61e-01","9.99e-01","3.71e-01","9.91e-01","5.05e-01","1.00e+00","3.41e-01","9.96e-01","9.63e-01","8.83e-01","3.28e-01","9.98e-01","6.81e-04","3.98e-03","4.35e-03","7.86e-01","5.36e-01","1.00e+00","6.31e-01","3.84e-02","9.96e-01","8.86e-01","1.21e-01","2.08e-01","9.40e-03","1.18e-01","2.21e-01","1.23e-01"
"131","CHCC_HBV","T857","7","7","0","0","1","2","2","5","6","9.36e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.20e-02","4.29e-01","9.42e-01","8.68e-01","1.00e+00","1.00e+00","6.72e-06","5.75e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.92e-11","5.82e-02","2.46e-06","7.89e-01","1.00e+00","1.00e+00","1.13e-08","1.35e-01","3.57e-10","2.13e-01","1.00e+00","1.00e+00","1.18e-12","1.38e-07","1.74e-16","1.22e-10","9.57e-06","1.00e+00","6.06e-17","1.80e-11","2.96e-19","2.79e-13","7.45e-09","1.64e-04"
"132","CHCC_HBV","T861","4","4","0","0","1","6","3","4","3","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.95e-03","7.95e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","5.00e-07","2.08e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.27e-15","3.19e-16","3.47e-18","2.64e-11","1.14e-13","1.21e-12","2.72e-07","5.50e-04","3.51e-06","1.00e+00","1.00e+00","9.92e-01","2.13e-07","2.67e-04","5.81e-10","1.00e+00","1.55e-04","7.52e-01","1.71e-13","1.19e-08","6.64e-16","1.00e+00","8.69e-03","2.61e-01"
"133","CHCC_HBV","T863","6","6","0","0","2","2","2","6","3","5.45e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.00e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.42e-10","2.29e-06","9.97e-01","9.77e-01","1.00e+00","1.00e+00","7.60e-09","1.34e-05","3.32e-03","6.20e-01","1.00e+00","8.51e-01","1.70e-06","2.51e-04","2.36e-02","3.83e-01","1.00e+00","9.56e-01","1.34e-12","2.19e-11","1.51e-15","6.79e-08","1.83e-09","8.56e-04","1.75e-12","4.35e-11","2.08e-11","1.50e-01","4.63e-02","9.99e-01"
"134","CHCC_HBV","T865","3","3","3","3","6","0","0","0","0","5.00e-01","1.00e+00","5.04e-06","2.16e-03","3.33e-08","1.05e-12","5.45e-01","1.00e+00","2.77e-05","4.49e-01","1.08e-05","6.28e-07","1.07e-07","3.39e-07","1.43e-14","3.11e-10","6.26e-17","3.30e-18","1.00e+00","1.00e+00","1.00e+00","9.97e-01","8.53e-01","4.64e-01","9.98e-01","5.57e-01","1.00e+00","2.85e-03","1.42e-02","3.84e-01","1.00e+00","1.00e+00","1.00e+00","1.50e-01","9.86e-01","8.86e-01","1.00e+00","1.00e+00","1.00e+00","5.38e-01","6.25e-01","1.23e-01"
"135","CHCC_HBV","T867","4","4","0","0","1","5","3","4","3","9.51e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.45e-02","9.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.23e-08","2.11e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.27e-15","3.67e-16","9.25e-19","4.83e-09","4.61e-04","1.05e-02","1.01e-08","8.71e-06","3.97e-09","1.00e+00","1.00e+00","9.97e-01","6.56e-13","6.13e-11","1.86e-16","1.00e+00","1.55e-09","6.17e-01","6.26e-17","3.03e-11","3.14e-19","9.90e-01","3.50e-03","3.99e-01"
"136","CHCC_HBV","T873","6","6","0","0","3","2","2","5","3","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.64e-11","1.44e-08","1.39e-04","1.87e-01","1.00e+00","5.66e-01","4.42e-05","2.23e-04","1.00e+00","9.92e-01","1.00e+00","1.00e+00","5.96e-05","5.29e-05","8.14e-01","8.39e-03","1.00e+00","9.97e-01","1.29e-12","2.09e-11","4.29e-07","1.03e-10","7.50e-08","1.64e-03","3.70e-04","1.04e-08","4.36e-01","1.27e-06","3.50e-03","9.99e-01"
"137","CHCC_HBV","T877","1","1","5","3","3","1","3","0","0","1.95e-03","5.70e-12","1.35e-14","3.01e-09","5.99e-13","4.62e-16","1.00e+00","5.04e-01","5.71e-05","9.08e-01","1.22e-10","1.77e-08","1.00e+00","5.00e-01","2.26e-05","9.97e-01","3.39e-13","3.43e-12","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-06","1.52e-02","1.00e+00","9.47e-02","2.93e-03","2.43e-04","5.90e-12","2.76e-06","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.98e-01","1.00e+00","1.00e+00","1.00e+00","9.85e-01","1.00e+00","2.80e-03"
"138","CHCC_HBV","T881","7","7","0","0","0","0","4","1","5","6.45e-02","2.66e-03","4.00e-02","1.00e+00","1.82e-01","1.00e+00","9.51e-01","6.57e-02","1.13e-03","9.94e-01","3.98e-03","1.00e+00","9.97e-01","9.36e-01","7.46e-01","1.00e+00","1.00e+00","1.00e+00","9.60e-01","9.99e-01","2.55e-01","1.00e+00","9.82e-01","1.00e+00","4.62e-07","6.25e-03","4.12e-13","2.10e-08","1.80e-10","9.83e-01","8.20e-01","9.96e-01","6.74e-10","1.81e-02","1.00e+00","1.00e+00","7.64e-17","8.30e-09","1.94e-16","3.06e-11","1.81e-02","7.63e-06"
"139","CHCC_HBV","T883","5","3,5","1","0","4","0","4","0","1","7.52e-01","1.00e+00","2.40e-01","9.99e-01","1.71e-03","7.82e-04","2.85e-01","9.99e-01","5.79e-02","1.00e+00","6.77e-02","3.99e-01","1.13e-05","1.12e-03","2.20e-06","1.00e+00","4.75e-07","1.51e-04","7.61e-01","9.43e-01","1.00e+00","1.00e+00","9.65e-01","1.00e+00","1.18e-03","9.14e-05","1.58e-06","1.26e-07","9.61e-09","5.02e-02","9.98e-01","9.33e-01","1.00e+00","3.64e-02","1.00e+00","9.88e-01","9.99e-01","6.04e-01","1.00e+00","2.10e-04","9.52e-01","1.34e-02"
"140","CHCC_HBV","T911","4","4","0","0","2","6","2","5","2","5.45e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.00e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.81e-09","2.57e-11","1.00e+00","4.72e-01","1.00e+00","8.54e-01","1.27e-15","2.78e-16","6.96e-18","1.41e-10","1.59e-12","2.67e-13","1.61e-05","6.33e-09","5.30e-01","1.00e+00","1.00e+00","2.97e-01","1.34e-12","3.35e-11","2.08e-06","1.00e+00","2.96e-07","3.81e-06","5.99e-05","2.49e-09","1.47e-01","1.00e+00","7.11e-01","1.00e+00"
"141","CHCC_HBV","T913","6","6","0","0","2","3","2","6","4","8.20e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.13e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.02e-10","1.06e-06","1.00e+00","9.95e-01","1.00e+00","1.00e+00","6.67e-14","5.87e-08","2.85e-05","2.26e-02","1.00e+00","9.98e-01","2.35e-07","8.70e-05","5.21e-03","9.78e-01","1.00e+00","1.00e+00","1.83e-12","7.31e-12","6.06e-17","1.14e-13","2.42e-13","1.64e-04","3.53e-15","5.07e-11","9.47e-17","2.02e-03","3.17e-05","1.00e+00"
"142","CHCC_HBV","T915","4","4","0","0","2","6","3","4","3","7.87e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.48e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.77e-09","5.76e-08","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.27e-15","2.78e-16","9.25e-19","8.41e-11","5.68e-13","8.26e-13","5.59e-07","3.89e-09","6.14e-04","1.00e+00","1.00e+00","3.14e-01","3.55e-11","2.19e-10","1.21e-12","1.00e+00","7.97e-06","1.40e-03","2.11e-11","3.04e-09","1.50e-11","1.00e+00","6.95e-01","9.99e-01"
"143","CHCC_HBV","T917","2","2","3","5","0","0","1","0","2","9.80e-01","1.50e-06","1.26e-06","1.14e-03","1.08e-06","5.38e-02","2.73e-02","1.45e-09","1.44e-14","7.28e-12","1.13e-11","7.04e-10","1.00e+00","1.00e+00","3.03e-02","9.92e-01","7.51e-01","6.83e-01","1.00e+00","1.00e+00","9.70e-01","9.85e-01","2.24e-01","1.00e+00","9.99e-01","1.00e+00","7.84e-03","1.58e-02","1.04e-05","9.90e-01","1.00e+00","1.00e+00","2.50e-01","7.80e-01","1.00e+00","1.00e+00","9.47e-01","1.00e+00","3.18e-01","5.34e-07","1.07e-02","2.10e-04"
"144","CHCC_HBV","T921","5","5","0","0","2","0","6","1","1","9.77e-03","8.03e-01","4.43e-03","1.00e+00","4.38e-02","6.75e-02","9.94e-01","9.99e-01","2.56e-01","1.00e+00","7.34e-01","9.95e-01","1.99e-01","7.98e-04","5.42e-06","1.00e+00","6.71e-01","1.04e-01","9.96e-01","7.45e-01","1.00e+00","1.00e+00","9.99e-01","1.00e+00","5.71e-10","3.64e-12","7.50e-11","3.18e-10","7.57e-14","8.20e-07","9.57e-01","2.68e-01","3.31e-01","7.41e-04","1.00e+00","9.16e-01","9.33e-01","5.19e-03","8.97e-01","8.58e-06","1.00e+00","9.07e-02"
"145","CHCC_HBV","T923","7","7","2","4","0","0","3","2","5","9.51e-01","1.90e-05","2.64e-05","6.23e-01","8.61e-02","1.00e+00","6.45e-02","2.01e-07","2.48e-15","1.82e-11","2.41e-11","2.22e-01","1.00e+00","1.00e+00","1.07e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.89e-01","1.00e+00","1.00e+00","1.00e+00","3.80e-01","1.00e+00","3.60e-06","2.08e-07","3.43e-05","1.00e+00","9.15e-01","1.00e+00","4.71e-09","3.59e-05","1.00e+00","1.00e+00","3.45e-10","7.81e-01","8.61e-13","1.57e-12","2.39e-04","5.34e-05"
"146","CHCC_HBV","T925","7","7","0","0","1","1","3","3","6","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","9.77e-01","8.78e-01","1.00e+00","1.00e+00","1.00e+00","2.52e-04","2.38e-02","7.71e-01","1.00e+00","1.00e+00","1.00e+00","2.26e-04","1.23e-01","2.30e-01","9.97e-01","9.92e-01","1.00e+00","3.10e-08","1.94e-04","1.32e-08","3.54e-03","3.98e-01","9.99e-01","4.48e-07","2.53e-04","8.64e-10","8.76e-03","6.04e-01","9.99e-01","3.47e-16","7.58e-09","1.68e-16","1.36e-07","9.29e-04","7.90e-04"
"147","CHCC_HBV","T937","7","7","0","0","2","1","1","2","5","8.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.25e-01","1.00e+00","3.45e-01","8.42e-01","9.98e-01","1.00e+00","3.31e-08","1.11e-04","3.62e-01","7.89e-01","9.92e-01","1.00e+00","4.20e-04","6.57e-01","6.39e-01","9.64e-01","1.00e+00","1.00e+00","7.55e-08","1.62e-01","2.13e-01","3.69e-02","9.95e-01","1.00e+00","5.01e-05","2.21e-03","8.55e-03","4.30e-04","5.50e-03","7.79e-01","1.06e-09","5.58e-07","2.33e-07","8.89e-05","3.64e-05","2.34e-01"
"148","CHCC_HBV","T943","1","1,2","5","5","3","0","2","0","2","5.00e-01","1.18e-04","2.20e-12","6.40e-06","1.03e-09","8.62e-11","5.45e-01","2.42e-05","1.66e-15","1.12e-09","4.96e-12","5.62e-11","1.00e+00","1.00e+00","4.54e-13","1.19e-01","6.12e-05","1.19e-06","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.82e-01","1.00e+00","1.00e+00","1.00e+00","8.82e-01","1.81e-06","8.74e-04","8.07e-01","1.00e+00","1.00e+00","1.00e+00","1.87e-02","9.99e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.09e-08","2.00e-01","2.10e-04"
"149","CHCC_HBV","T951","1","1","5","3","3","0","3","0","0","1.95e-03","4.93e-04","3.27e-15","2.03e-08","1.92e-12","6.92e-17","1.00e+00","9.98e-01","7.82e-08","9.91e-01","4.49e-09","4.74e-10","1.00e+00","2.01e-03","2.43e-16","4.21e-03","6.27e-17","3.79e-18","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.26e-01","2.60e-01","1.00e+00","9.16e-03","9.96e-01","1.10e-09","2.85e-13","2.29e-06","1.00e+00","1.00e+00","1.00e+00","4.79e-01","1.00e+00","9.92e-01","1.00e+00","1.00e+00","1.00e+00","7.42e-01","1.00e+00","8.97e-03"
"150","CHCC_HBV","T953","3","3","4","2","6","0","0","1","0","6.33e-01","1.00e+00","7.71e-07","9.72e-05","6.19e-05","1.35e-13","4.10e-01","1.00e+00","4.71e-04","2.58e-02","1.90e-02","1.27e-05","9.38e-11","3.64e-08","1.01e-18","3.95e-14","1.69e-16","2.96e-19","1.00e+00","1.00e+00","1.00e+00","7.16e-01","1.00e+00","1.15e-01","1.00e+00","9.75e-01","1.00e+00","2.86e-01","9.98e-01","8.66e-01","1.00e+00","9.81e-01","1.00e+00","8.11e-07","1.58e-03","1.18e-02","1.00e+00","1.00e+00","1.00e+00","8.87e-01","1.40e-01","9.90e-01"
"151","CHCC_HBV","T955","6","6,7","0","0","2","3","2","5","5","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.98e-10","2.89e-07","1.00e+00","9.98e-01","1.00e+00","1.00e+00","1.91e-13","9.60e-11","4.50e-07","9.75e-03","1.00e+00","1.00e+00","3.37e-09","1.31e-04","2.42e-03","9.90e-01","1.00e+00","1.00e+00","1.34e-12","4.96e-12","9.22e-15","7.96e-13","1.50e-13","1.14e-01","6.06e-17","1.80e-11","2.42e-18","4.91e-05","6.27e-05","8.94e-01"
"152","CHCC_HBV","T957","3","3","1","0","6","0","0","0","0","5.45e-01","1.00e+00","8.52e-03","9.49e-03","3.26e-03","2.01e-12","5.00e-01","1.00e+00","1.63e-02","6.51e-01","2.87e-03","1.01e-02","1.03e-11","2.84e-14","1.47e-17","1.40e-12","9.02e-17","3.52e-19","9.92e-01","9.84e-01","1.00e+00","9.99e-01","9.89e-01","1.69e-01","9.91e-01","3.55e-01","1.00e+00","1.27e-03","4.91e-02","1.87e-01","9.97e-01","9.97e-01","1.00e+00","1.09e-02","9.51e-01","3.20e-01","1.00e+00","9.90e-01","1.00e+00","8.32e-01","8.20e-01","6.95e-01"
"153","CHCC_HBV","T963","5","5","0","0","2","2","6","3","3","3.71e-02","1.00e+00","9.99e-01","1.00e+00","9.95e-01","1.00e+00","9.73e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.81e-05","4.27e-06","9.79e-01","1.00e+00","1.00e+00","1.00e+00","5.10e-04","1.05e-04","2.16e-02","1.00e+00","9.99e-01","9.96e-01","2.65e-10","3.64e-12","2.30e-12","4.61e-09","1.55e-08","5.22e-08","4.99e-03","9.19e-05","1.62e-06","7.15e-04","1.00e+00","9.91e-01","8.63e-13","2.11e-08","1.60e-12","3.87e-03","1.00e+00","1.04e-02"
"154","CHCC_HBV","T965","1","1","5","3","4","2","3","0","0","1.95e-03","4.02e-09","1.04e-13","2.40e-09","5.73e-13","6.06e-17","1.00e+00","9.78e-01","1.26e-05","6.13e-01","5.36e-10","2.53e-10","1.00e+00","2.25e-02","7.19e-13","2.22e-06","7.64e-17","4.69e-19","1.00e+00","1.00e+00","1.00e+00","9.99e-01","8.29e-04","2.26e-06","1.00e+00","3.93e-01","1.00e+00","6.28e-04","1.72e-11","1.29e-05","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.00e+00","6.95e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.20e-01"
"155","CHCC_HBV","T967","1","1,5","5","3","3","0","5","0","0","1.95e-03","5.34e-06","1.22e-08","4.92e-05","2.09e-12","4.01e-15","1.00e+00","9.04e-01","6.73e-04","9.99e-01","6.57e-07","7.31e-04","1.00e+00","9.81e-02","4.27e-04","9.99e-01","9.40e-13","2.95e-09","1.00e+00","9.99e-01","1.00e+00","1.00e+00","2.31e-01","1.48e-01","1.00e+00","5.83e-04","7.97e-04","3.84e-06","9.46e-10","8.12e-05","1.00e+00","1.00e+00","1.00e+00","7.73e-01","1.00e+00","9.63e-01","1.00e+00","9.99e-01","1.00e+00","8.54e-01","1.00e+00","4.07e-02"
"156","CHCC_HBV","T975","5","5","1","0","1","0","6","0","1","1.95e-02","7.04e-02","8.52e-03","1.00e+00","5.50e-04","3.99e-01","9.86e-01","9.66e-01","4.14e-01","1.00e+00","2.03e-02","9.70e-01","9.31e-01","3.46e-02","7.76e-04","1.00e+00","8.86e-01","9.84e-01","9.92e-01","5.88e-01","9.99e-01","1.00e+00","9.02e-01","1.00e+00","2.65e-10","3.64e-12","5.25e-14","2.64e-11","3.95e-14","7.45e-09","9.99e-01","9.80e-01","1.15e-01","1.00e-01","1.00e+00","9.98e-01","6.02e-01","3.09e-02","1.64e-02","1.49e-04","1.00e+00","2.37e-03"
"157","CHCC_HBV","T977","4","3,4","1","0","5","5","1","1","0","1.25e-01","1.00e+00","1.00e+00","9.90e-01","8.54e-01","2.83e-07","8.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.92e-01","2.57e-07","3.69e-10","9.99e-01","6.37e-04","9.40e-13","1.11e-15","1.35e-14","4.51e-16","1.21e-03","2.03e-06","1.22e-10","2.67e-13","1.03e-02","2.77e-09","9.99e-01","1.00e+00","3.50e-01","6.04e-03","1.48e-01","3.62e-05","1.00e+00","1.00e+00","6.52e-01","1.71e-02","1.00e+00","8.55e-03","1.00e+00","1.00e+00","9.94e-01","9.85e-01"
"158","CHCC_HBV","T981","4","4","0","0","2","6","1","5","2","2.48e-01","1.00e+00","1.00e+00","9.97e-01","1.00e+00","1.00e+00","7.87e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.33e-11","1.82e-11","1.00e+00","1.33e-01","1.00e+00","9.98e-01","1.27e-15","2.78e-16","6.05e-17","5.25e-11","5.84e-07","1.07e-12","3.42e-03","4.04e-07","8.68e-01","1.00e+00","1.00e+00","9.82e-01","7.42e-12","4.04e-11","1.14e-11","1.00e+00","4.07e-11","3.81e-06","1.81e-05","1.77e-08","1.66e-03","1.00e+00","1.93e-02","1.00e+00"
"159","CHCC_HBV","T983","1","1,2","5","5","3","0","2","0","2","1.37e-02","9.82e-12","1.27e-15","2.65e-10","5.73e-13","6.06e-17","9.90e-01","6.85e-09","5.18e-15","1.56e-10","6.13e-11","8.43e-11","1.00e+00","1.00e+00","9.37e-13","7.84e-01","1.10e-12","1.15e-13","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.64e-01","1.00e+00","1.00e+00","1.00e+00","2.18e-01","2.06e-09","2.10e-11","3.27e-02","1.00e+00","1.00e+00","1.00e+00","3.70e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.39e-05","9.69e-01","2.67e-04"
